web-scraper-order,web-scraper-start-url,link_toko,link_toko-href,nama_toko,Jml_produk,chat,follower,rating_toko,bergabung,promo,alamat_toko,link_produk,link_produk-href,nama_produk,promo_produk,terjual,gratis_ongkir,favorit
"1668868216-55","https://shopee.co.id/mall/brands/11042849","Voordurend Love","https://shopee.co.id/voordurend","","236","89% (hitungan jam)","12,1RB","4.8 (3,2RB penilaian)","4 tahun lalu","null","KOTA DENPASAR","10%offVoordurend Love - Mackas Icon Laxtee -  Unisex - Black – Tshirt – Relaxed Fit – Cotton Combed 20sCashback 5%Rp179.100 - Rp199.00073 TerjualKOTA DENPASAR","https://shopee.co.id/Voordurend-Love-Mackas-Icon-Laxtee-Unisex-Black-%E2%80%93-Tshirt-%E2%80%93-Relaxed-Fit-%E2%80%93-Cotton-Combed-20s-i.119754295.4779971818?sp_atk=6fc567c9-a8d3-4d29-9c58-3013efd4746b&xptdk=6fc567c9-a8d3-4d29-9c58-3013efd4746b","null","null","null","null","null"
"1668868243-56","https://shopee.co.id/mall/brands/11042849","Von Dutch","https://shopee.co.id/vondutchofficial","","434","45% (hitungan jam)","30,3RB","4.9 (16,9RB penilaian)","33 bulan lalu","null","KOTA JAKARTA BARAT","30%offVondutch / Kaos / Tshirt / baju 0095BLRp251.300 - Rp359.000446 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Vondutch-Kaos-Tshirt-baju-0095BL-i.228625083.7737245822?sp_atk=b47e6f70-bc63-473b-8dbb-e4eb48bfbdaf&xptdk=b47e6f70-bc63-473b-8dbb-e4eb48bfbdaf","null","null","null","null","null"
"1668868271-57","https://shopee.co.id/mall/brands/11042849","VOLKVOG","https://shopee.co.id/volkvog","","306","99% (hitungan menit)","37RB","4.9 (7,7RB penilaian)","4 tahun lalu","null","KOTA BEKASI","43%offVolkvog Jeans Chino Panjang Genova SlimfitRp350.000Rp199.5001RB TerjualKOTA BEKASI","https://shopee.co.id/Volkvog-Jeans-Chino-Panjang-Genova-Slimfit-i.78022274.1336544032?sp_atk=8d5c39ec-74df-4bb3-9fca-46d9995250cf&xptdk=8d5c39ec-74df-4bb3-9fca-46d9995250cf","null","null","null","null","null"
"1668868300-58","https://shopee.co.id/mall/brands/11042849","Volcom","https://shopee.co.id/volcomofficial","","608","100% (hitungan menit)","42,7RB","4.9 (18,4RB penilaian)","26 bulan lalu","null","KAB. BADUNG","30%offVOLCOM - MFL ICONIC STONE PO BLKRp895.000Rp626.00053 TerjualKAB. BADUNG","https://shopee.co.id/VOLCOM-MFL-ICONIC-STONE-PO-BLK-i.315833408.13038069587?sp_atk=282966c0-4463-4015-889c-0fb65660d87c&xptdk=282966c0-4463-4015-889c-0fb65660d87c","null","null","null","null","null"
"1668868331-59","https://shopee.co.id/mall/brands/11042849","VNOISE","https://shopee.co.id/vnoise","","38","80% (hitungan jam)","1,2RB","4.6 (353 penilaian)","5 bulan lalu","null","KAB. BANDUNG","42%offVNOISE - Celana Jogger Pria Trendy Korean StyleGrosirRp120.000Rp70.000612 TerjualKAB. BANDUNG","https://shopee.co.id/VNOISE-Celana-Jogger-Pria-Trendy-Korean-Style-i.804116510.21816706231?sp_atk=19c7c46d-ffe4-4ec7-b84e-5335553e597e&xptdk=19c7c46d-ffe4-4ec7-b84e-5335553e597e","null","null","null","null","null"
"1668868389-60","https://shopee.co.id/mall/brands/11042849","VNI.ID","https://shopee.co.id/vni.id","","63","100% (hitungan jam)","63RB","4.7 (48,5RB penilaian)","20 bulan lalu","null","KOTA JAKARTA BARAT","77%offVNI.ID Basic Sweater Polos New York 199X Pria & Wanita SIZE M-XXLDiskon Rp500Rp39.800 - Rp56.6949,5RB TerjualKOTA JAKARTA BARAT","https://shopee.co.id/VNI.ID-Basic-Sweater-Polos-New-York-199X-Pria-Wanita-SIZE-M-XXL-i.404771892.6182446887?sp_atk=4f79dfb1-8881-479d-b865-75d21eeabacc&xptdk=4f79dfb1-8881-479d-b865-75d21eeabacc","null","null","null","null","null"
"1668868416-61","https://shopee.co.id/mall/brands/11042849","Vitlexs","https://shopee.co.id/vitlexsofficial","","61","44% (hitungan jam)","9,4RB","4.7 (1,8RB penilaian)","26 bulan lalu","null","KAB. BANDUNG","40%offVitlexs Sandal Pria Slip On Art Font VitlexsDiskon Rp20RBPilih 2, diskon 5%Rp200.000Rp120.00022 TerjualKAB. BANDUNG","https://shopee.co.id/Vitlexs-Sandal-Pria-Slip-On-Art-Font-Vitlexs-i.312777406.11623187022?sp_atk=c4949641-d7e6-45a7-b268-ff71998b0eb5&xptdk=c4949641-d7e6-45a7-b268-ff71998b0eb5","null","null","null","null","null"
"1668868441-62","https://shopee.co.id/mall/brands/11042849","Vish","https://shopee.co.id/vishbyntl","","101","59% (hitungan jam)","17%","8RB","4.9 (1,2RB penilaian)","null","KOTA JAKARTA BARAT","Vish - (Ready Stock) Ventela x Nevertoolavish: H13 Noir HighRp469.800111 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Vish-(Ready-Stock)-Ventela-x-Nevertoolavish-H13-Noir-High-i.218254552.7149898391?sp_atk=a6ed93e2-a4af-457a-b5a2-64e8302f95b3&xptdk=a6ed93e2-a4af-457a-b5a2-64e8302f95b3","null","null","null","null","null"
"1668868475-63","https://shopee.co.id/mall/brands/11042849","Visbar","https://shopee.co.id/visbar.id","","171","92% (hitungan jam)","72,2RB","4.9 (17,9RB penilaian)","3 tahun lalu","null","KOTA DEPOK","25%offVisbar TShirt T13 - MermaidDiskon Rp1RBPilih 3, bayar Rp250.000Rp169.000Rp126.7501,6RB TerjualKOTA DEPOK","https://shopee.co.id/Visbar-TShirt-T13-Mermaid-i.166044163.5616761704?sp_atk=be7c19c5-30c3-404b-ac0c-6f83d249a635&xptdk=be7c19c5-30c3-404b-ac0c-6f83d249a635","null","null","null","null","null"
"1668868508-64","https://shopee.co.id/mall/brands/11042849","VIBESAPPAREL","https://shopee.co.id/vibesapparel_","","218","95% (hitungan jam)","30,8RB","4.8 (8,8RB penilaian)","4 tahun lalu","null","KOTA TANGERANG","55%offVIBES APPAREL | Wirepeace | Coach JacketDiskon 20%Murah LebayRp350.000Rp159.0001,2RB TerjualKOTA TANGERANG","https://shopee.co.id/VIBES-APPAREL-Wirepeace-Coach-Jacket-i.106062905.6765038927?sp_atk=5163ee52-db25-41a5-9295-0d25aa36cf8f&xptdk=5163ee52-db25-41a5-9295-0d25aa36cf8f","null","null","null","null","null"
"1668868574-65","https://shopee.co.id/mall/brands/11042849","Vialli Milano","https://shopee.co.id/viallimilano","","259","64% (hitungan jam)","1,8RB","4.9 (1,5RB penilaian)","27 bulan lalu","null","KOTA JAKARTA BARAT","Danatella Polo Stripe Shirt Wanita lengan pendekRp229.000156 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Danatella-Polo-Stripe-Shirt-Wanita-lengan-pendek-i.298649135.8811076206?sp_atk=40a4348c-3f0b-4e6c-b47a-0c40d934006c&xptdk=40a4348c-3f0b-4e6c-b47a-0c40d934006c","null","null","null","null","null"
"1668868599-66","https://shopee.co.id/mall/brands/11042849","Verticalgoods","https://shopee.co.id/verticalgoods","","null","97% (hitungan jam)","40,6RB","4.8 (15,3RB penilaian)","5 tahun lalu","null","KOTA TANGERANG","56%offVerticalgoods | T-shirt Oversize | BLURRY Kaos HitamKombo HematRp180.000Rp79.5004,3RB TerjualKOTA TANGERANG","https://shopee.co.id/Verticalgoods-T-shirt-Oversize-BLURRY-Kaos-Hitam-i.42407758.9143856822?sp_atk=799b43b4-4135-459d-bda7-88cc9791e80d&xptdk=799b43b4-4135-459d-bda7-88cc9791e80d","null","null","null","null","null"
"1668868629-67","https://shopee.co.id/mall/brands/11042849","Verkoop","https://shopee.co.id/verkoop.store","","56","58% (hitungan jam)","2RB","4.9 (1,9RB penilaian)","9 bulan lalu","null","KOTA JAKARTA SELATAN","60%offVerkoop Long Sleeve Tshirt ArmyRp299.000Rp119.00033 TerjualKOTA JAKARTA SELATAN","https://shopee.co.id/Verkoop-Long-Sleeve-Tshirt-Army-i.698748973.20458886939?sp_atk=aec78c65-c590-4409-9339-bb1e503ecaef&xptdk=aec78c65-c590-4409-9339-bb1e503ecaef","null","null","null","null","null"
"1668868656-68","https://shopee.co.id/mall/brands/11042849","Vercline","https://shopee.co.id/vercline","","34","40% (hitungan jam)","1,9RB","4.8 (238 penilaian)","4 tahun lalu","null","KOTA JAKARTA BARAT","30%offVercline Oversized T-Shirt DOBIERp425.000Rp297.5003 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Vercline-Oversized-T-Shirt-DOBIE-i.92018159.19057695179?sp_atk=7314ea4c-2e8e-48cc-a96e-60ca8e7acc39&xptdk=7314ea4c-2e8e-48cc-a96e-60ca8e7acc39","null","null","null","null","null"
"1668868684-69","https://shopee.co.id/mall/brands/11042849","Vengoz","https://shopee.co.id/vengoz","","251","74% (hitungan jam)","125,8RB","4.8 (57,4RB penilaian)","5 tahun lalu","null","KOTA JAKARTA UTARA","64%offVENGOZ Kemeja Pria - Adya Casual ShirtDiskon 50%Pilih 2, diskon 3%Rp359.000Rp129.0002,7RB TerjualKOTA JAKARTA UTARA","https://shopee.co.id/VENGOZ-Kemeja-Pria-Adya-Casual-Shirt-i.58259176.9618220973?sp_atk=8926e3e6-022d-441e-a810-2265f5e9c699&xptdk=8926e3e6-022d-441e-a810-2265f5e9c699","null","null","null","null","null"
"1668868717-70","https://shopee.co.id/mall/brands/11042849","Veljko","https://shopee.co.id/veljko.official","","283","97% (hitungan jam)","57,4RB","4.8 (26,5RB penilaian)","34 bulan lalu","null","KOTA BANDUNG","45%offVeljko T-shirt Larva BlackDiskon Rp2,5RBRp135.000Rp74.5001,9RB TerjualKOTA BANDUNG","https://shopee.co.id/Veljko-T-shirt-Larva-Black-i.219487388.3929010782?sp_atk=e7bd90e1-0ab4-4a38-a69f-3ced2c44a580&xptdk=e7bd90e1-0ab4-4a38-a69f-3ced2c44a580","null","null","null","null","null"
"1668868744-71","https://shopee.co.id/mall/brands/11042849","Vearst","https://shopee.co.id/vearst","","389","90% (hitungan jam)","47,8RB","4.8 (15,5RB penilaian)","33 bulan lalu","null","KOTA BANDUNG","41%offVearst Work Pants Sable 540 Cut BlackRp260.000 - Rp439.000708 TerjualKOTA BANDUNG","https://shopee.co.id/Vearst-Work-Pants-Sable-540-Cut-Black-i.224781834.6278574673?sp_atk=5677327d-c3ca-4c3e-ba73-b45703ca00f9&xptdk=5677327d-c3ca-4c3e-ba73-b45703ca00f9","null","null","null","null","null"
"1668868773-72","https://shopee.co.id/mall/brands/11042849","VCRL","https://shopee.co.id/vcrl.id","","53","92% (hitungan jam)","2,6RB","4.6 (5,1RB penilaian)","28 bulan lalu","null","KAB. BANDUNG","50%offVCRL Sweater Pria Sablon Polos Basic Bahan Cotton Flece OriginalDiskon Rp5RBRp75.000 - Rp150.00010RB+ TerjualKAB. BANDUNG","https://shopee.co.id/VCRL-Sweater-Pria-Sablon-Polos-Basic-Bahan-Cotton-Flece-Original-i.282506205.8515037788?sp_atk=12e84ff0-6a69-4bed-8c6d-1caadf5ceb37&xptdk=12e84ff0-6a69-4bed-8c6d-1caadf5ceb37","null","null","null","null","null"
"1668868799-73","https://shopee.co.id/mall/brands/11042849","Varial","https://shopee.co.id/varialapparel.co","","242","96% (hitungan jam)","11,9RB","4.8 (2,4RB penilaian)","4 tahun lalu","null","KAB. BADUNG","18%offJAKET JEANS PRIA / TRUCKER JEANS / STONEWASH /DENIM / V TRD CONS MEDICINE BLUEDiskon Rp20RBRp430.000Rp352.60091 TerjualKAB. BADUNG","https://shopee.co.id/JAKET-JEANS-PRIA-TRUCKER-JEANS-STONEWASH-DENIM-V-TRD-CONS-MEDICINE-BLUE-i.105948078.6487864075?sp_atk=477ffb18-8d6b-4e89-ad44-3a81f4c326b0&xptdk=477ffb18-8d6b-4e89-ad44-3a81f4c326b0","null","null","null","null","null"
"1668868826-74","https://shopee.co.id/mall/brands/11042849","Vampire Dead And Revenge","https://shopee.co.id/vampiredeadandrevenge","","579","99% (hitungan jam)","57,6RB","4.8 (21RB penilaian)","33 bulan lalu","null","KAB. BANTUL","44%offVampire Kingdom T-shirt Short Sleeve | Gorgeo | BlackDiskon Rp2,5RBPilih 2, diskon Rp3.000Rp169.000Rp95.0001,1RB TerjualKAB. BANTUL","https://shopee.co.id/Vampire-Kingdom-T-shirt-Short-Sleeve-Gorgeo-Black-i.229008774.13814294907?sp_atk=46cb4080-00cd-40c7-ae8c-76a43074a104&xptdk=46cb4080-00cd-40c7-ae8c-76a43074a104","null","null","null","null","null"
"1668868861-75","https://shopee.co.id/mall/brands/11042849","Urbain Inc","https://shopee.co.id/urbaininc","","103","59% (hitungan jam)","77,7RB","4.8 (16,6RB penilaian)","3 tahun lalu","null","KOTA JAKARTA SELATAN","45%offUrbain Beanie/Kupluk Wool Hitam LogoPilih 2, bayar Rp100.000Rp100.000Rp55.000846 TerjualKOTA JAKARTA SELATAN","https://shopee.co.id/Urbain-Beanie-Kupluk-Wool-Hitam-Logo-i.155156587.4563253173?sp_atk=fdae70e6-5ab0-48d4-bfc1-be13a397c6f4&xptdk=fdae70e6-5ab0-48d4-bfc1-be13a397c6f4","null","null","null","null","null"
"1668868890-76","https://shopee.co.id/mall/brands/11042849","Uprise","https://shopee.co.id/uprisedenim","","89","97% (hitungan jam)","80,5RB","4.9 (7,1RB penilaian)","33 bulan lalu","null","KOTA JAKARTA UTARA","UPRISE Oversize Polo Black , White , GrayDiskon Rp15RBRp179.000103 TerjualKOTA JAKARTA UTARA","https://shopee.co.id/UPRISE-Oversize-Polo-Black-White-Gray-i.231103920.8498349348?sp_atk=126f64d4-3987-412f-bc38-98e6d98431b7&xptdk=126f64d4-3987-412f-bc38-98e6d98431b7","null","null","null","null","null"
"1668868968-77","https://shopee.co.id/mall/brands/11042849","Unxplnd","https://shopee.co.id/unxplndmarket","","159","77% (hitungan jam)","24,7RB","4.9 (5,5RB penilaian)","25 bulan lalu","null","KAB. TANGERANG","27%offUnxplnd | Beanie | Basic OG WovenRp95.000Rp69.0001,1RB TerjualKAB. TANGERANG","https://shopee.co.id/Unxplnd-Beanie-Basic-OG-Woven-i.325670631.9348232420?sp_atk=b14ef57f-e103-4581-8228-f18d7bb2dc64&xptdk=b14ef57f-e103-4581-8228-f18d7bb2dc64","null","null","null","null","null"
"1668869017-78","https://shopee.co.id/mall/brands/11042849","UNTCKD","https://shopee.co.id/untckd_official","","485","80% (hitungan jam)","96,8RB","4.8 (18,5RB penilaian)","7 tahun lalu","null","KOTA JAKARTA UTARA","67%offUNTCKD Quill FannypackRp150.000Rp50.000226 TerjualKOTA JAKARTA UTARA","https://shopee.co.id/UNTCKD-Quill-Fannypack-i.1304055.3414141404?sp_atk=6a5b4445-f669-47e5-9b81-627890b1b603&xptdk=6a5b4445-f669-47e5-9b81-627890b1b603","null","null","null","null","null"
"1668869085-79","https://shopee.co.id/mall/brands/11042849","Uno.co","https://shopee.co.id/unoco.official","","78","97% (hitungan jam)","20,7RB","4.9 (5,6RB penilaian)","36 bulan lalu","null","KOTA JAKARTA TIMUR","9%offUno.co Kemeja Formal Office Shirt lengan pendek hitam Big Size Xl-7XlCashback 3%Rp209.000 - Rp269.000151 TerjualKOTA JAKARTA TIMUR","https://shopee.co.id/Uno.co-Kemeja-Formal-Office-Shirt-lengan-pendek-hitam-Big-Size-Xl-7Xl-i.204790309.9576464727?sp_atk=0d6fdd1e-16a4-4d82-b0b8-94ae1b54cbf4&xptdk=0d6fdd1e-16a4-4d82-b0b8-94ae1b54cbf4","null","null","null","null","null"
"1668869148-80","https://shopee.co.id/mall/brands/11042849","UNKL347","https://shopee.co.id/unkl347official","","383","98% (hitungan jam)","132,5RB","4.8 (39RB penilaian)","4 tahun lalu","null","KOTA SURAKARTA (SOLO)","70%offUNKL347 T-Shirt Hitam Bahan Combed Motif Simpel BDTMRp260.000Rp78.0001,2RB TerjualKOTA SURAKARTA (SOLO)","https://shopee.co.id/UNKL347-T-Shirt-Hitam-Bahan-Combed-Motif-Simpel-BDTM-i.80732230.14790223061?sp_atk=4b8bd74d-acf0-4b1a-b58a-c7b91a0f84dd&xptdk=4b8bd74d-acf0-4b1a-b58a-c7b91a0f84dd","null","null","null","null","null"
"1668869181-81","https://shopee.co.id/mall/brands/11042849","Unitedhart","https://shopee.co.id/unitedhart_official","","95","74% (hitungan jam)","18,3RB","4.9 (2,8RB penilaian)","27 bulan lalu","null","KOTA BANDUNG","UH! Heavyweight Cotton 16s Pocket Tees BlackRp178.000226 TerjualKOTA BANDUNG","https://shopee.co.id/UH!-Heavyweight-Cotton-16s-Pocket-Tees-Black-i.293283681.4896740595?sp_atk=df76b033-9bcf-4141-b3c9-2cbded505880&xptdk=df76b033-9bcf-4141-b3c9-2cbded505880","null","null","null","null","null"
"1668869216-82","https://shopee.co.id/mall/brands/11042849","Unionwell","https://shopee.co.id/unionwelloriginal","","202","87% (hitungan jam)","14,6RB","4.9 (5,3RB penilaian)","3 tahun lalu","null","KOTA JAKARTA SELATAN","40%offUnionwell Tshirt Unionround Logo BlackRp300.000Rp180.000235 TerjualKOTA JAKARTA SELATAN","https://shopee.co.id/Unionwell-Tshirt-Unionround-Logo-Black-i.168583478.11156284810?sp_atk=7d637ec2-102a-4c08-858e-444945206fbc&xptdk=7d637ec2-102a-4c08-858e-444945206fbc","null","null","null","null","null"
"1668869246-83","https://shopee.co.id/mall/brands/11042849","Underage","https://shopee.co.id/underage.indonesia","","167","88% (hitungan jam)","10,3RB","4.9 (4,7RB penilaian)","3 tahun lalu","null","KOTA BANDUNG","54%offUnderage T-Shirt wild and free long sleve black streetwear | kaos motorDiskon Rp10RBMurah LebayRp138.600 - Rp163.350707 TerjualKOTA BANDUNG","https://shopee.co.id/Underage-T-Shirt-wild-and-free-long-sleve-black-streetwear-kaos-motor-i.199857305.4456360290?sp_atk=50ff8708-3eac-4392-b23b-b09802f2487c&xptdk=50ff8708-3eac-4392-b23b-b09802f2487c","null","null","null","null","null"
"1668869274-84","https://shopee.co.id/mall/brands/11042849","UK Unicloth Kingdom","https://shopee.co.id/uniclothkingdom","","79","65% (hitungan jam)","359","4.8 (128 penilaian)","19 bulan lalu","null","KOTA BANDUNG","50%offUK Unicloth Kingdom Tshirt Basic / Kaos Polos 24s / Kaos Polos Tanpa Jahitan SampingGrosirRp86.000Rp43.000152 TerjualKOTA BANDUNG","https://shopee.co.id/UK-Unicloth-Kingdom-Tshirt-Basic-Kaos-Polos-24s-Kaos-Polos-Tanpa-Jahitan-Samping-i.421704542.8488957170?sp_atk=fb0a9eed-bca8-4954-9b77-c214aeb86f42&xptdk=fb0a9eed-bca8-4954-9b77-c214aeb86f42","null","null","null","null","null"
